GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
YKL179C,XI,110464,112503,-,2040,2511,2667,2064,2214,1843,2061,1590,2124,2336,2403,2514,2090,3262,3369,4067,3316,2815,2719,5070,4773,3633,3801,6778,6631,5647,5320,3447,3327,1597,2449,2362,2624,1983,1850
YKL178C,XI,113215,114627,-,1413,10273,11078,4537,3771,3420,3451,1898,2344,2556,5426,5866,8358,35,47,75,72,67,48,19939,18193,7,18,270,269,373,374,31,29,122,118,117,4505,3384,101
YKL177W,XI,114356,114694,+,339,2,1,2,21,16,11,16,22,29,0,3,4,9,10,18,14,5,1,24,14,0,3,56,45,66,70,0,1,14,17,20,0,0,18
YKL176C,XI,115500,117986,-,2487,3167,3504,2079,6437,5642,5850,4494,5715,6386,2359,2444,2535,7861,7807,12569,11051,8657,8989,7636,7282,4955,5267,4883,4535,8374,8164,5749,5660,4645,5463,5465,3376,2574,5234
YKL175W,XI,118793,120304,+,1512,3493,3546,1913,2802,2317,2465,1697,2227,2348,2294,2471,2729,4631,4594,5078,3970,3144,3112,5048,4516,4738,4557,5960,5483,7738,7437,5489,5260,2046,3184,2867,2501,2093,2242
YKL174C,XI,120380,122236,-,1857,1385,1668,1018,1300,1233,1254,1093,1462,1631,1190,1361,1183,1679,1811,2684,2215,2016,1826,1799,1639,1470,1634,2344,2230,2812,2710,1500,1377,1389,2211,2246,1627,1336,1545
YKL173W,XI,122517,125543,+,3027,2781,2870,1921,2768,2608,2581,2303,2949,3479,2259,2301,2296,4703,4534,7062,6019,5202,4953,4049,3637,3842,3861,5237,4986,6316,6092,3713,3471,2390,3866,3705,2281,1757,2578
YKL172W,XI,125759,127042,+,1284,4685,5158,2467,2246,1939,1999,1416,2016,2067,2761,2860,3839,4066,3903,5952,4803,4947,4892,4173,3870,5926,5586,3960,3890,6802,6640,5481,5020,2263,4523,4331,2973,2428,2360
YKL171W,XI,127475,130261,+,2787,1018,1091,1158,2289,1978,2159,1882,2375,2524,1376,1273,780,2937,2906,3520,3011,2645,2621,3925,3653,1785,1924,8444,8027,10238,10515,2134,2205,1789,1644,1577,1441,1172,1903
YKL170W,XI,130634,131050,+,417,742,751,866,631,538,631,423,548,552,968,973,601,1082,1050,1048,805,693,619,1120,1080,1163,1262,639,658,589,457,1531,1425,455,523,515,837,658,506
YKL169C,XI,130685,131068,-,384,19,13,10,131,126,112,129,142,157,11,9,11,209,173,247,226,121,150,139,88,49,36,756,703,664,618,36,31,47,54,66,11,7,44
YKL168C,XI,131288,133462,-,2175,884,947,915,1642,1408,1538,1472,1798,2020,1041,967,686,2715,2735,3042,2638,1972,1949,2383,2105,1767,1794,5920,5708,4526,4579,1755,1729,1155,1116,1208,1297,986,1266
YKL167C,XI,133721,134134,-,414,342,357,350,524,497,458,415,579,643,346,429,267,595,696,768,660,585,540,956,962,599,642,1304,1308,1305,1357,643,713,292,394,362,516,422,361
YKL166C,XI,134509,135705,-,1197,1254,1265,665,952,732,796,739,891,1064,759,713,999,1565,1663,2656,2190,1746,1715,1399,1290,1771,1724,1200,1106,957,998,1506,1500,671,1388,1302,569,426,740
YKL165C-A,XI,135790,136023,-,234,40,34,21,48,56,33,35,69,78,25,27,36,51,68,103,121,92,101,89,83,54,76,77,80,49,43,46,63,54,97,67,29,25,50
YKL165C,XI,137932,140691,-,2760,1463,1564,1034,1241,1203,1146,1012,1428,1567,1240,1384,1252,949,1072,2970,2729,2250,2185,2086,1872,2011,2539,1072,1134,649,741,2637,2671,1120,1906,1720,2197,1780,1290
tE(UUC)K,XI,141018,141089,-,72,2,1,3,10,2,5,6,2,7,0,1,2,4,10,7,14,17,11,1,4,5,6,5,9,10,6,0,2,2,5,5,1,1,3
YKL164C,XI,141794,142819,-,1026,14652,14660,17646,7725,6726,7016,3892,4843,5264,22201,20665,11356,19702,18995,24133,19593,20573,20048,15089,13142,25456,25154,22697,19536,26299,25216,30983,27689,11127,11050,10579,18040,14700,11856
YKL163W,XI,144401,145378,+,978,261,263,1418,7302,6333,6550,6002,6972,7837,1695,1628,226,11290,10611,5862,4584,2192,2071,10664,9549,460,450,3267,2979,2510,2240,288,274,1577,1170,942,3211,2551,1606
YKL162C-A,XI,145922,146074,-,153,17,37,11,76,61,54,67,78,109,21,18,14,18,18,19,26,16,10,50,39,11,11,36,35,57,40,15,9,13,25,29,26,27,10
YKL162C,XI,147630,148838,-,1209,158,184,184,366,384,375,384,553,561,207,244,128,438,420,507,457,415,460,786,600,339,363,750,704,676,681,289,329,332,291,306,412,321,318
YKL161C,XI,149386,150687,-,1302,679,636,540,2793,2547,2561,2253,3006,3237,611,682,527,1477,1614,2024,1818,1471,1485,2915,2967,430,542,1130,1099,1357,1281,605,623,445,988,916,2058,1756,522
YKL160W,XI,153269,153706,+,438,1739,1853,1224,820,732,750,662,842,980,1543,1757,1404,1439,1440,1618,1353,1171,1026,1348,1117,2167,2380,825,731,714,719,2348,2234,771,1290,1163,1856,1482,854
YKL159C,XI,153816,154451,-,636,404,435,371,608,487,507,571,676,805,418,445,342,373,344,533,464,362,392,509,442,277,311,267,230,254,346,318,280,300,370,332,1049,890,308
YKL157W,XI,154991,155271,+,281,366,316,400,447,420,353,370,501,597,433,374,219,429,515,724,628,474,414,384,367,415,430,358,316,448,435,765,790,246,396,390,324,250,286
YKL157W,XI,155655,158232,+,2578,8052,8363,7822,6533,6010,6066,4343,5739,6468,9520,9532,6255,10048,10449,10542,9216,6148,6144,11017,10295,8825,9383,8836,8601,8706,8588,14429,14489,4738,6122,5871,9164,7035,5157
YKL156W,XI,158613,158615,+,3,639,743,449,279,251,253,158,219,285,498,656,531,469,645,673,529,684,608,761,756,886,908,510,505,1073,1164,781,736,296,585,524,542,432,345
YKL156W,XI,158967,159212,+,246,5644,5627,4182,2627,2272,2216,1490,1986,2107,4815,5076,4029,4967,5176,4934,3951,4924,4605,6173,5755,6480,6574,4755,4173,9471,9182,6544,6413,2189,4338,3980,4205,3320,2338
YKL156C-A,XI,158975,159091,-,117,2,6,7,7,3,4,4,3,5,3,0,4,27,16,12,3,9,2,20,12,26,14,76,47,67,66,19,13,6,2,5,1,2,7
YKL155C,XI,159456,161342,-,1887,1058,1092,890,1621,1401,1516,1153,1592,1858,987,1126,799,2654,2756,3330,3005,2310,2286,3094,2654,2026,2096,2496,2408,2788,2691,2230,2203,1069,1541,1554,991,856,1230
YKL154W,XI,161601,162335,+,735,745,884,448,684,636,680,563,718,767,542,584,561,771,813,1501,1229,1196,1177,1489,1374,1044,1351,594,560,838,765,958,940,677,939,961,725,629,806
tR(UCU)K,XI,162487,162558,-,72,3,0,1,18,22,20,46,56,54,2,0,2,13,31,39,35,96,63,33,41,6,5,18,14,7,14,0,6,18,24,21,4,2,19
YKL153W,XI,163600,164109,+,510,159,190,147,95,64,60,64,90,131,210,144,95,912,642,351,213,138,128,252,294,365,461,153,113,122,84,905,840,84,153,168,117,106,88
YKL152C,XI,163642,164385,-,744,172506,172904,151717,70935,61394,62162,30181,38430,43463,190158,180664,130455,160668,155939,114963,88960,50326,49317,146218,137474,153815,148588,24438,21830,5740,5135,281738,269160,53327,104245,96091,94267,78226,59716
YKL151C,XI,164917,165930,-,1014,723,742,1845,1145,876,798,672,736,1155,2209,2003,524,10233,9629,2315,1921,1040,967,4870,4568,1437,1470,2549,2250,3029,2880,1310,1263,1082,623,632,1709,1478,1205
YKL150W,XI,166544,167452,+,909,1775,1874,3884,1873,1639,1659,1017,1332,1418,4586,4810,1408,5763,5801,3386,2813,2167,2109,5478,5239,4722,4619,5758,5451,5982,5796,3454,3366,2271,2600,2310,2841,2256,2622
YKL149C,XI,167612,168829,-,1218,378,398,324,545,508,546,504,656,672,375,352,274,887,982,1607,1465,1263,1232,1105,966,778,876,696,697,663,662,658,676,524,739,703,540,422,556
YKL148C,XI,169207,171129,-,1923,1588,1469,4047,2572,2153,2267,1709,2028,2418,5213,4906,1064,8586,7921,6147,4872,3203,3268,7049,6628,5275,5274,8864,7977,15114,14193,3555,3274,2419,2138,2023,3506,2864,2684
YKL147C,XI,171551,172168,-,618,25,29,9,138,105,126,182,225,259,5,6,13,334,310,391,372,215,196,116,110,64,43,135,98,209,215,31,30,36,31,19,11,6,50
YKL146W,XI,171783,173861,+,2079,2054,2092,2021,3500,3154,3154,2503,3010,3406,2307,2220,1409,5045,4870,6236,4980,3363,3274,6173,5597,3358,3320,9979,9143,13127,12276,3660,3242,2498,2866,2732,2471,2117,2683
YKL145W,XI,174213,175616,+,1404,9905,9946,7650,6333,5529,5439,3742,4677,5337,9030,9180,7623,12109,11904,14223,11402,6600,6686,12697,11598,12493,12099,18031,16530,21012,20055,14377,13634,4571,6969,6680,6570,5312,5122
YKL145W-A,XI,174958,175050,+,93,1043,1098,803,745,658,630,439,500,623,963,952,843,1262,1232,1641,1238,708,727,1354,1269,1315,1308,1917,1762,2234,2182,1472,1480,541,791,670,729,632,533
YKL144C,XI,175843,176481,-,639,681,687,313,339,308,308,314,394,435,375,370,480,333,355,769,635,716,685,340,301,742,773,124,112,140,163,618,563,404,872,807,425,391,441
YKL143W,XI,176781,178172,+,1392,2738,2854,1177,2091,1858,1914,1490,2122,2203,1323,1444,2153,2533,2533,4785,4147,3487,3226,2219,2038,2771,2651,8767,8248,10629,10168,2075,2040,1612,3175,3139,1886,1418,1920
YKL142W,XI,178515,179174,+,660,2998,3205,3298,2902,2606,2666,1774,2133,2411,3682,4054,2344,5465,5569,3701,2860,2353,2267,6525,6019,4219,4458,17238,16826,27471,27529,3845,3744,2154,1767,1678,3406,2749,2358
YKL141W,XI,179667,180263,+,597,1306,1542,2456,1212,952,1024,786,945,952,2388,2718,1043,2824,2760,2605,2307,2454,2141,2561,2316,2900,2966,4074,3844,4987,5086,2039,1987,1151,1792,1560,1925,1571,1372
YKL140W,XI,180779,182425,+,1647,1294,1358,1091,973,875,920,750,1051,1200,1116,1269,986,1634,1610,1606,1321,1386,1394,2389,1963,1739,1931,4202,4139,2462,2379,1938,1919,1039,975,1113,1467,1092,1281
YKL139W,XI,182958,184544,+,1587,720,805,554,951,892,917,779,966,1147,670,756,639,1687,1728,1970,1724,1910,1718,2032,1880,1403,1516,4380,4162,3081,3023,1398,1400,848,1259,1390,784,642,1017
YKL138C-A,XI,184803,185012,-,210,291,288,234,278,226,240,163,242,277,242,285,167,308,345,454,386,378,294,323,318,297,338,396,346,285,292,391,358,160,224,237,334,265,174
YKL138C,XI,185286,185681,-,396,804,771,701,610,520,537,340,422,542,836,821,531,1026,1158,1183,915,785,757,1033,984,1162,1252,1152,1106,859,970,1559,1407,372,472,467,558,425,447
YKL137W,XI,185957,186292,+,336,327,410,338,341,332,293,247,312,314,386,430,324,302,329,368,344,349,294,561,473,441,444,136,150,152,156,675,607,209,294,265,349,272,239
YKL136W,XI,186416,186814,+,399,24,9,8,90,87,89,90,138,140,8,9,11,61,73,98,106,63,70,138,95,22,31,63,66,52,73,19,7,36,32,45,17,8,35
YKL135C,XI,186460,188640,-,2181,1796,2029,1372,2732,2407,2372,1976,2560,2888,1553,1846,1491,2980,3370,4995,4530,4347,4266,4909,4688,3111,3915,4948,5242,4587,4960,2763,2690,2307,3032,2964,2584,2118,2508
YKL134C,XI,189124,191442,-,2319,729,725,524,1400,1183,1253,1348,1597,1903,536,564,555,1686,1769,2872,2511,1802,1803,2036,1749,1073,1259,2913,2896,2311,2178,1379,1261,880,1132,1190,855,647,1023
YKL133C,XI,191679,193070,-,1392,287,288,364,699,626,596,569,718,863,414,429,228,803,948,1118,936,759,672,1136,1010,392,405,1593,1545,1465,1420,387,381,465,410,363,719,503,533
YKL132C,XI,193574,194866,-,1293,648,575,412,929,797,810,908,1060,1186,466,527,395,1285,1322,2309,1988,1628,1612,1057,996,822,850,1953,1913,1617,1518,673,716,701,839,946,553,401,740
YKL131W,XI,194478,194999,+,522,2,2,2,4,8,10,15,16,17,2,3,0,4,6,19,11,6,14,14,8,3,4,9,10,25,16,3,3,3,4,3,3,2,0
YKL130C,XI,195288,196028,-,741,465,558,439,431,441,470,394,553,681,416,579,414,456,557,850,811,639,618,782,775,772,1016,782,724,625,594,743,714,507,843,785,694,520,658
YKL129C,XI,196349,200167,-,3819,2642,2759,3026,4415,4037,4310,3866,4875,5672,3700,3681,2088,8560,8218,9243,7947,4826,4782,6039,5461,4194,4487,6107,5932,4074,4007,5682,5231,3277,3736,3658,4303,3558,3517
YKL128C,XI,200884,201771,-,888,2129,2122,1797,1284,1204,1208,1024,1367,1438,2129,2039,1511,2522,2507,3344,2721,1910,1868,2272,2248,2513,2464,2113,1959,1324,1324,3428,3170,1100,2341,2110,1620,1403,1164
tK(CUU)K,XI,202999,203071,+,73,1,2,3,18,13,13,20,20,28,3,4,1,13,22,22,21,34,30,17,21,0,1,7,14,6,8,0,1,11,10,15,4,0,6
YKL127W,XI,203541,205253,+,1713,5597,5540,3396,1774,1504,1556,1394,1718,1846,4192,4106,4213,1682,1566,2862,2270,1962,2014,1718,1640,5379,5275,1581,1485,1013,1024,5907,5655,1833,3288,3211,3348,2802,1980
YKL126W,XI,205707,207749,+,2043,4159,4471,3774,3008,2738,2674,1925,2577,2867,4476,4585,3444,6639,6509,6026,5381,4222,4291,7529,6368,5803,6386,7015,6457,7051,6909,6310,6484,2493,3154,3038,4952,4177,2795
YKL125W,XI,208247,210130,+,1884,2442,2465,665,3337,2914,3113,2666,3544,3949,806,846,2085,4935,5031,8006,7386,6422,6251,6051,5372,3077,3351,9766,9690,15062,14621,2184,2042,2889,4422,4218,817,603,3114
YKL124W,XI,210593,212332,+,1740,851,964,739,1899,1653,1639,1295,1628,1792,890,979,647,2930,3050,2906,2414,1939,1918,4137,3690,1150,1321,7256,6950,10729,10480,1078,1054,1236,1243,1159,1135,922,1387
YKL123W,XI,212043,212423,+,381,162,187,183,400,334,341,278,343,391,220,223,125,588,639,607,446,420,428,891,744,258,340,1552,1474,2392,2214,235,223,237,256,224,230,164,251
YKL122C,XI,212495,212998,-,504,1176,1179,924,647,682,605,490,701,770,1139,1159,829,1089,1111,1622,1368,1800,1545,1478,1344,1794,1921,1099,1070,797,771,1598,1594,922,1461,1345,1328,1045,962
YKL121W,XI,214142,216700,+,2559,744,790,758,1374,1217,1226,1174,1471,1588,887,931,677,2110,2123,2306,1858,1761,1789,2206,2100,1452,1576,2260,2069,1185,1283,1651,1691,1043,1068,888,1514,1154,1163
YKL120W,XI,217344,218318,+,975,2557,2629,1475,790,662,752,576,739,797,1677,1741,1997,1500,1577,2429,2070,1733,1744,1543,1406,3888,4226,1274,1152,1012,1097,1880,1757,1381,3718,3541,1345,1058,1392
YKL119C,XI,218570,219217,-,648,409,463,267,302,274,284,263,327,336,315,336,297,232,270,470,446,418,391,457,518,485,605,147,156,136,160,510,550,276,427,418,561,425,321
YKL118W,XI,219126,219437,+,312,7,8,1,36,40,25,35,57,79,1,0,5,19,30,29,22,34,27,54,46,3,4,11,13,29,20,1,4,36,23,31,0,4,30
tA(AGC)K1,XI,219895,219967,+,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,1,0,1,1,1,1,0,0,0,0,0
YKL117W,XI,220324,220974,+,651,8056,8405,6884,4527,3728,3801,2097,2978,3411,7861,8357,6110,10855,10577,9406,7596,5244,5091,10834,9932,10410,10568,13745,13392,14381,14035,9305,8923,3789,5761,5512,6521,5462,4120
YKL116C,XI,221344,222900,-,1557,1397,1517,1015,1115,1024,1017,955,1230,1311,1190,1254,1069,1855,1894,2772,2351,2038,1959,1966,1667,2180,2165,1491,1636,1167,1160,2054,1994,1253,1333,1344,1546,1248,1425
YKL115C,XI,222893,223285,-,393,83,102,60,78,113,107,109,156,178,79,87,67,132,142,218,198,160,147,220,163,125,143,194,200,145,160,158,148,82,124,126,106,88,119
YKL114C,XI,223352,224455,-,1104,1019,1118,887,940,797,831,732,884,908,1001,983,832,1646,1701,2405,2027,1517,1527,1507,1393,1531,1692,1148,1156,1220,1266,1693,1772,674,1158,1134,1287,1001,629
YKL113C,XI,224727,225875,-,1149,1428,1388,1132,846,675,647,680,845,1083,1313,1424,1066,908,939,2618,2080,1477,1487,764,734,2268,2181,1821,1705,2442,2426,2576,2417,600,1000,914,1068,854,720
YKL112W,XI,226570,228765,+,2196,2873,3077,2070,1382,1253,1257,1124,1572,1659,2613,2550,2413,3941,3896,3779,3267,2837,2857,2875,2655,5009,4814,18642,17162,13496,12835,5937,5545,1201,3133,2885,1347,1226,1213
YKL111C,XI,228464,228799,-,336,10,5,0,16,12,24,12,22,20,11,5,8,35,18,36,22,28,14,30,19,18,19,179,165,234,245,14,26,7,8,12,5,3,3
YKL110C,XI,228939,229880,-,942,1723,1734,799,1630,1402,1511,1317,1694,1817,999,976,1272,1875,1835,2708,2209,2066,1929,2486,2353,2124,2146,4231,3883,5342,5497,1906,1833,1597,2106,1889,998,787,1834
YKL109W,XI,232227,233891,+,1665,5411,5427,5935,6285,5760,5970,3383,4369,4904,6993,7087,4400,11690,12031,5626,5010,6378,6446,12074,10737,16518,18335,33133,31242,19496,19877,12290,11807,6266,5257,5226,7649,5940,6859
YKL108W,XI,234426,235787,+,1362,504,521,442,453,455,396,466,613,652,537,573,419,1156,1042,1564,1238,837,898,579,534,1013,986,12881,11856,7621,7086,1176,1139,329,403,386,336,287,366
YKL107W,XI,236141,237070,+,930,21,27,29,105,88,84,86,113,110,46,55,22,72,69,64,73,22,33,89,83,18,16,4273,4028,2148,1954,63,71,10,26,16,45,36,12
YKL106C-A,XI,237147,237266,-,120,13,21,3,64,38,38,46,51,82,4,10,12,34,24,61,31,35,33,41,45,6,6,54,45,49,58,9,5,35,21,21,7,2,38
YKL106W,XI,237536,238891,+,1356,2025,2133,665,1098,985,993,1142,1399,1595,879,913,1563,1667,1665,2375,2118,1429,1444,1593,1425,2092,2099,3479,3379,3402,3318,2048,1987,994,2624,2425,873,709,1103
YKL105C,XI,239185,242583,-,3399,1968,2116,2010,3601,3221,3445,3379,4015,4623,2532,2327,1485,6321,6456,7696,6427,4094,4142,3960,3475,3440,3462,9494,9283,5819,5444,4493,4376,1883,1715,1749,2479,1883,2021
YKL104C,XI,243220,245373,-,2154,12082,12364,8035,14349,12711,13486,9610,12268,13785,9417,9458,9303,17871,18050,21212,17482,11683,11497,25014,22960,11874,12731,10376,10016,9448,9336,11790,11322,5781,10060,9685,11046,8818,6299
YKL103C,XI,246138,247682,-,1545,734,773,4731,322,295,307,269,274,418,5832,5824,554,10945,10842,3758,3016,1571,1462,1887,2002,3539,3345,11666,10476,14717,14590,6945,6524,1252,959,870,3351,2705,1328
YKL102C,XI,248062,248367,-,306,12,10,3,24,24,29,29,31,48,4,7,11,76,106,135,126,85,72,49,47,22,14,63,57,101,87,11,13,29,34,21,5,2,42
YKL101W,XI,248920,253476,+,4557,5834,6460,4166,35523,32580,35243,28115,35185,39996,4932,5102,5105,15468,15966,29755,25771,18112,17689,33113,29368,9702,10779,12190,11376,9900,10096,11253,11110,8095,10460,9984,5829,4727,8899
YKL100C,XI,253697,255460,-,1764,2202,2457,1873,2362,2196,2320,1559,2209,2407,2050,2445,1884,3158,3603,3537,3414,3844,3778,6818,6411,3768,4584,5772,6063,7296,7699,3136,3282,2717,2568,2484,3485,2718,3014
YKL100W-A,XI,254159,254248,+,90,1,1,0,18,10,21,14,25,27,1,1,1,13,15,53,62,29,30,11,12,5,6,26,16,19,26,1,4,2,2,3,0,0,3
YKL099C,XI,255720,256472,-,753,1472,1478,726,629,530,575,507,598,691,775,810,1118,805,848,1694,1569,1642,1447,777,815,1732,1704,940,900,2084,1984,1427,1399,798,1764,1700,858,661,812
YKL098W,XI,256770,257843,+,1074,845,857,648,1439,1304,1270,1022,1368,1484,801,769,642,2245,2285,2621,2272,1589,1569,1990,1852,1246,1199,1544,1478,2304,2231,1252,1078,931,1091,1065,880,764,983
YKL097C,XI,258503,258913,-,411,16,12,2,117,102,128,74,122,108,2,4,9,111,101,77,59,33,36,113,151,10,14,89,85,117,106,4,2,23,14,7,7,7,33
YKL096C-B,XI,259073,259222,-,150,6,11,0,66,44,64,46,57,67,1,7,2,28,45,16,26,12,11,125,101,5,7,36,27,39,33,3,5,14,8,12,13,5,13
YKL096W-A,XI,259253,259531,+,279,39261,36864,54587,15151,12966,13916,11670,14512,15176,60025,59567,30369,58106,57544,95252,71992,70393,65592,20359,18627,75443,74713,8146,7168,900,799,52702,47224,33206,66983,60766,44583,38079,35045
YKL096W,XI,261132,261851,+,720,7622,7605,4769,4683,3926,4262,2917,3549,3954,5894,5602,5753,9186,9147,6823,5646,4518,4481,6019,5621,7043,7051,451,385,647,586,818,822,2079,4812,4485,8599,7244,2362
YKL095W,XI,262277,263113,+,837,554,559,386,1063,946,927,863,994,1173,497,456,364,1827,1783,2454,2106,1588,1560,1317,1279,747,712,1667,1597,2536,2445,669,624,536,612,580,335,247,585
YKL094W,XI,263349,264290,+,942,1940,1983,2255,2690,2323,2499,1909,2653,2902,2691,2695,1578,5617,5565,6409,5235,4142,3800,4133,3716,3484,3366,4258,3953,5523,5004,3514,3326,2344,2619,2533,2970,2468,2750
YKL093W,XI,264789,265808,+,1020,125,98,609,705,636,647,679,791,950,642,660,96,2255,2117,2137,1757,1199,1215,956,949,893,946,4026,3590,4734,4634,251,192,634,517,507,636,558,747
YKL092C,XI,266145,269459,-,3315,1051,1036,800,1090,993,1115,1218,1630,1805,958,1059,765,1531,1686,2332,2239,2278,2069,1948,1713,1769,1958,2800,2929,1667,1745,2148,2137,1053,1488,1486,1778,1273,1351
YKL091C,XI,269718,270650,-,933,631,648,1172,778,690,749,478,697,690,1283,1399,482,2155,2345,1133,956,882,782,2738,2388,1044,1038,1574,1357,1117,996,1067,1030,728,484,451,1204,957,805
YKL090W,XI,271878,273209,+,1332,453,386,163,1163,1093,1133,1222,1757,1719,228,218,312,989,1101,2023,1894,1220,1267,1373,1188,411,461,861,894,1357,1275,404,393,733,955,876,347,350,843
YKL089W,XI,273394,275043,+,1650,435,449,346,1213,1160,1092,1384,1606,1941,327,384,326,1431,1436,3230,2810,1666,1628,896,787,843,772,2084,1905,2889,2851,832,904,428,644,631,279,236,518
YKL088W,XI,275283,276998,+,1716,1149,1171,1233,2139,1881,1833,1794,2207,2456,1371,1367,965,3692,3628,4322,3621,2264,2249,2947,2506,1827,1832,4336,4210,5357,5372,2025,1860,988,1380,1269,1124,931,1179
YKL087C,XI,277189,277863,-,675,954,954,752,1578,1382,1373,1390,1791,1913,865,861,715,1741,1774,2033,1675,1230,1180,1884,1708,1513,1340,1696,1468,2101,1919,1820,1620,767,864,766,489,436,814
YKL086W,XI,278281,278664,+,384,144,128,72,724,565,641,758,951,1102,76,91,90,427,419,518,435,134,112,421,402,178,185,833,620,1341,1227,261,216,145,149,126,175,141,114
YKL085W,XI,279123,280127,+,1005,3912,4018,5808,3628,3118,3255,1889,2439,2613,7351,7091,3242,11335,10859,5648,4614,3280,3221,9772,8801,8857,8890,13044,11814,11250,10672,8893,8409,2179,2225,2064,4124,3257,2501
YKL084W,XI,280509,280859,+,351,346,307,235,371,329,332,275,346,382,244,290,208,438,359,678,540,327,353,341,291,491,483,2213,2048,2094,2043,842,830,171,303,214,566,439,235
YKL083W,XI,280921,281535,+,615,32,36,22,36,35,33,22,34,31,27,31,23,104,85,103,76,44,67,52,44,69,74,273,267,252,270,81,119,18,33,32,45,66,28
YKL082C,XI,281025,282329,-,1305,1753,2017,781,1134,991,1044,911,1109,1284,957,959,1551,3402,3355,4036,3385,2881,2685,1881,1782,2890,2797,1852,1917,4152,4179,2439,2092,1047,2315,2252,922,881,1051
YKL081W,XI,282891,283095,+,205,5230,5274,2275,1327,1206,1195,921,1208,1416,2901,3112,4195,1209,1380,2550,2294,2936,2971,1730,1776,5354,6138,1254,1238,1128,1134,3544,3531,1717,4036,3908,2818,2282,1886
YKL081W,XI,283422,284455,+,1034,55970,57787,27597,12701,10763,11239,7265,9305,10161,34273,33186,43984,16716,16719,25820,20463,22976,23981,16671,15373,52617,52776,13095,11929,11102,10700,40934,39034,12510,29420,27842,20213,16115,13948
snR38,XI,283185,283279,+,95,22,35,11,36,39,39,52,90,84,12,18,39,21,51,58,80,110,104,247,112,21,36,31,45,50,41,23,30,215,236,422,54,31,247
YKL080W,XI,285030,286208,+,1179,8718,9080,5554,2767,2328,2327,1731,2200,2379,6554,7154,6935,5225,5580,7025,5723,5631,5457,5050,4667,10117,11721,4819,4500,5436,5533,8924,9140,3727,7124,6781,5434,4482,4195
YKL079W,XI,286603,288573,+,1971,1244,1307,1233,2335,2054,2214,1812,2495,2768,1332,1439,1015,2978,3170,3706,3436,2718,2742,4080,3809,1832,2025,3405,3354,3164,3221,1779,1869,1586,2034,1934,2179,1652,1675
YKL078W,XI,288845,291052,+,2208,1748,2049,471,1540,1383,1432,1308,1547,1850,619,603,1412,2178,2189,4409,3768,3308,3394,1945,1845,1793,1893,2373,2422,3334,3240,1289,1281,1618,3190,3001,1089,891,1833
