gene	length	Ctrl	l_kb	rpm	rpkm
4322	YBR058C-A	243	530	0.243	18.5280350144903	76.2470576727997
6603	YHR170W	1557	3398	1.557	118.789175432525	76.2936258397718
7444	YAR027W	708	1547	0.708	54.0808871083331	76.385433768832
1924	YGR019W	1416	3096	1.416	108.231691329928	76.4348102612489
2585	YLR186W	759	1662	0.759	58.1011211209112	76.5495666942176
5665	YKL126W	2043	4476	2.043	156.474499480865	76.5905528540702
1713	YGL161C	933	2045	0.933	71.4902483106277	76.6240603543706
6414	YHR024C	1449	3176	1.449	111.028375860417	76.6241379298947
2789	YLR347C	2586	5671	2.586	198.249974655046	76.6627898898091
1829	YGL062W	3537	7762	3.537	271.348316570705	76.7170813035639
5218	YJL122W	528	1159	0.528	40.5169671354609	76.7366801807972
2479	YLR121C	1527	3352	1.527	117.181081827494	76.7394118058242
668	YDR320C-A	219	482	0.219	16.8500242961969	76.9407502109446
3131	YPL118W	1035	2278	1.035	79.6355920056773	76.9426009716689
6443	YHR047C	2571	5661	2.571	197.900389088735	76.9740914386368
3492	YPR182W	261	576	0.261	20.1361286195216	77.1499180824581
174	YDL092W	441	974	0.441	34.0496341587049	77.2100547816437
3800	YMR081C	1017	2251	1.017	78.6917109766372	77.3763136446777
2879	YLR420W	1095	2430	1.095	84.9492926136066	77.5792626608279
6143	YER074W-A	94	209	0.094	7.30633833590279	77.7270035734339
1430	YOR254C	1992	4435	1.992	155.04119865899	77.8319270376455
672	YDR322C-A	291	648	0.291	22.6531446969618	77.8458580651607
1383	YOR212W	1272	2834	1.272	99.0725494925766	77.8872244438495
4949	YNL045W	2016	4495	2.016	157.138712056857	77.9457897107424
1476	YOR294W	612	1365	0.612	47.7184298014704	77.9712905252784
223	YDL053C	558	1246	0.558	43.5583615623678	78.0615798608742
2998	YPL235W	1416	3163	1.416	110.573914624213	78.0889227572126
610	YDR272W	825	1843	0.825	64.4286198711428	78.0952968135064
6559	YHR135C	1617	3619	1.617	126.515016448001	78.2405791267785
3551	YML105C	822	1841	0.822	64.3587027578805	78.2952588295384
6155	YER080W	1884	4220	1.884	147.5251089833	78.3041979741509
1844	YGL049C	2745	6152	2.745	215.065040394612	78.3479199980372
4917	YNL070W	183	411	0.183	14.3679667753878	78.5134796469277
574	YDR245W	1182	2655	1.182	92.8149678556072	78.5236614683648
2167	YGR208W	930	2090	0.93	73.0633833590279	78.5627778054063
4431	YBR146W	837	1882	0.837	65.7920035797562	78.604544300784
6759	YIL106W	20	45	0.02	1.57313504840012	78.6567524200061
4281	YBR026C	1143	2575	1.143	90.0182833251181	78.7561533903045
5589	YKL190W	476	1073	0.476	37.5105312651851	78.8036371117335
2362	YLR017W	1014	2286	1.014	79.9152604587262	78.8118939435169
3072	YPL170W	459	1035	0.459	36.1821061132028	78.828117893688
6801	YIL074C	1410	3182	1.41	111.238127200204	78.892288794471
1350	YOR185C	663	1497	0.663	52.3329592767774	78.9335735698
1645	YGL220W	363	820	0.363	28.6660164375133	78.9697422521028
5669	YKL122C	504	1139	0.504	39.8177960028386	79.0035634976957
6516	YHR098C	2790	6316	2.79	220.798243682115	79.1391554416182
3013	YPL221W	2382	5401	2.382	188.811164364646	79.2658120758378
2141	YGR186W	2208	5011	2.208	175.177327278511	79.3375576442533
2425	YLR074C	501	1138	0.501	39.7828374462075	79.4068611700749
5895	YKR071C	1047	2381	1.047	83.236323338682	79.4998312690373
423	YDR115W	318	724	0.318	25.3099950009264	79.5911792481962
393	YDR091C	1827	4168	1.827	145.707264038482	79.7521970653981
397	YDR094W	336	767	0.336	26.8132129360643	79.8012289763818
3132	YPL117C	867	1980	0.867	69.2179421296053	79.836150091817
6532	YHR113W	1473	3364	1.473	117.600584507067	79.8374640238064
6742	YIL121W	1629	3721	1.629	130.080789224375	79.8531548338702
6627	YHR188C	1833	4192	1.833	146.546269397629	79.9488649196013
224	YDL052C	912	2087	0.912	72.9585076891345	79.9983636942265
3483	YPR173C	1314	3008	1.314	105.15533834639	80.0268937187141
3824	YMR103C	363	831	0.363	29.0505605604556	80.0290924530457
4391	YBR112C	2901	6649	2.901	232.439443040276	80.1239031507328
237	YDL040C	2565	5883	2.565	205.661188660843	80.179800647502
5069	YNR053C	651	1494	0.651	52.228083606884	80.2274709783165
1098	YOL027C	1722	3957	1.722	138.331008589317	80.3315961610438
3738	YMR033W	30	69	0.03	2.41214040754685	80.4046802515618
1833	YGL058W	519	1194	0.519	41.7405166175499	80.42488750973
6560	YHR136C	447	1029	0.447	35.9723547734161	80.4750666071949
1131	YOL004W	4611	10615	4.611	371.085078639273	80.4782213487905
4564	YBR256C	717	1653	0.717	57.7864941112311	80.5948313964172
7325	YFR049W	372	858	0.372	29.9944415894957	80.6302193266012
2151	YGR193C	1233	2844	1.233	99.4221350588877	80.634335003153
1422	YOR246C	993	2293	0.993	80.159970355144	80.7250456748681
4081	YMR308C	3270	7551	3.27	263.97206112154	80.7254009545995
4187	YBL050W	849	1961	0.849	68.5537295536142	80.746442348191
6159	YER083C	858	1982	0.858	69.2878592428676	80.7550807026429
4719	YNL248C	1248	2889	1.248	100.995270107288	80.9256972013524
4060	YMR292W	22	51	0.022	1.7828863881868	81.0402903721275
4227	YBL017C	4740	11000	4.74	384.544122942252	81.1274520975215
5612	YKL170W	417	968	0.417	33.8398828189182	81.1507981269021
2684	YLR268W	645	1498	0.645	52.3679178334085	81.1905702843543
3698	YMR006C	2121	4929	2.121	172.31072563476	81.2403232601414
5889	YKR065C	594	1382	0.594	48.3127252641993	81.3345543168338
4902	YNL085W	2493	5801	2.493	202.794587017091	81.3456024938192
5454	YJR076C	1248	2907	1.248	101.624524126648	81.4299071527627
6724	YIL136W	1182	2754	1.182	96.2758649620874	81.4516624044733
6052	YER007C-A	535	1249	0.535	43.6632372322612	81.6135275369367
3036	YPL199C	723	1690	0.723	59.0799607065823	81.7150217241803
3951	YMR200W	771	1804	0.771	63.0652361625293	81.7966746595711
6260	YER154W	1209	2829	1.209	98.897756709421	81.8012876008445
124	YDL135C	609	1426	0.609	49.8509017559683	81.8569815368938
5193	YJL142C	393	921	0.393	32.1968306572558	81.9257777538316
4017	YMR255W	567	1332	0.567	46.5647974326436	82.1248631969023
1581	YOR383C	615	1446	0.615	50.5500728885906	82.195240469253
615	YDR277C	1302	3068	1.302	107.252851744257	82.3754621691683
4336	YBR071W	636	1500	0.636	52.4378349466707	82.4494260167779
5152	YJL178C	816	1930	0.816	67.4700142980497	82.6838410515315
2441	YLR089C	1779	4211	1.779	147.21048197362	82.7490061684206
2686	YLR270W	1053	2497	1.053	87.2915159078912	82.8979258384532
5144	YJL186W	1761	4176	1.761	145.986932491531	82.900018450614
6969	YCL057W	2139	5073	2.139	177.34475778964	82.9101251938478
401	YDR098C	858	2036	0.858	71.1756213009477	82.9552695815242
6486	YHR074W	2145	5090	2.145	177.939053252369	82.9552695815242
3351	YPR075C	1083	2571	1.083	89.8784490985936	82.990257708766
7398	YAL021C	2514	5972	2.514	208.772500201012	83.0439539383499
4848	YNL130C	50	119	0.05	4.16006823910254	83.2013647820509
7254	YFR003C	468	1116	0.468	39.013749200323	83.3627119665022
3585	YML079W	606	1447	0.606	50.5850314452217	83.4736492495407
4570	YBR262C	321	767	0.321	26.8132129360643	83.5302583678016
1195	YOR051C	1239	2967	1.239	103.722037524515	83.7143160004154
5662	YKL128C	888	2129	0.888	74.4267670676413	83.8139268779744
5918	YKR091W	741	1777	0.741	62.1213551334892	83.8344873596346
6109	YER050C	417	1001	0.417	34.9935151877449	83.917302608501
6668	YHR216W	1572	3785	1.572	132.318136848766	84.1718427791131
5223	YJL117W	936	2254	0.936	78.7965866465305	84.1843874428745
2555	YLR160C	1089	2624	1.089	91.7312526000427	84.2343917355764
6168	YER088C-A	324	781	0.324	27.3026327288999	84.2673849657404
4334	YBR069C	1860	4488	1.86	156.894002160439	84.351614064752
6186	YER100W	753	1818	0.753	63.5546559553649	84.4019335396612
6098	YER044C	447	1080	0.447	37.7552411616029	84.4636267597381
6980	YCL045C	2283	5520	2.283	192.971232603748	84.5252880436917
1786	YGL097W	1449	3509	1.449	122.669575218578	84.6580919382873
483	YDR170C	6030	14614	6.03	510.884346607097	84.723772239983
316	YDR028C	3045	7384	3.045	258.133982164144	84.7730647501295
2166	YGR207C	786	1909	0.786	66.7358846087963	84.9057056091556
2668	YLR256W	4509	10964	4.509	383.285614903532	85.0045719457822
5453	YJR075W	1191	2899	1.191	101.344855673599	85.0922381810235
910	YDR525W-A	240	585	0.24	20.4507556292016	85.2114817883399
1207	YOR061W	1020	2488	1.02	86.9768888982112	85.2714597041286
2000	YGR078C	600	1464	0.6	51.1793269079506	85.2988781799177
4752	YNL217W	981	2397	0.981	83.7956602447798	85.4186139090518
3790	YMR074C	438	1071	0.438	37.4406141519229	85.4808542281345
5664	YKL127W	1713	4192	1.713	146.546269397629	85.5494859297309
6895	YIL002W-A	210	514	0.21	17.9686981083925	85.5652290875833
6992	YCL034W	1065	2609	1.065	91.2068742505759	85.6402575122779
4361	YBR088C	777	1909	0.777	66.7358846087963	85.8891693806902
6746	YIL117C	957	2354	0.957	82.2924423096419	85.9900128627397
2850	YLR399C	2061	5071	2.061	177.274840676378	86.0139935353606
5485	YJR103W	1737	4283	1.737	149.72749805106	86.1989050380314
3063	YPL178W	627	1550	0.627	54.1857627782264	86.4206742874424
6048	YER006W	1563	3866	1.563	135.149779935886	86.4681893383788
6214	YER126C	786	1945	0.786	67.9943926475164	86.5068608747028
2774	YLR335W	2163	5370	2.163	187.727449109081	86.7903139662881
5497	YJR113C	744	1848	0.744	64.6034126542983	86.8325438901859
1644	YGL221C	867	2155	0.867	75.3356895400503	86.89237547872
588	YDR258C	2436	6057	2.436	211.743977514656	86.922815071698
7328	YFR052W	825	2053	0.825	71.7699167636767	86.9938385014263
6396	YHR013C	717	1786	0.717	62.4359821431693	87.0794730030255
3745	YMR039C	879	2198	0.879	76.8389074751882	87.4162769911128
4241	YBL006C	543	1358	0.543	47.4737199050526	87.4285817772607
2662	YLR250W	705	1764	0.705	61.6668938972848	87.4707714855103
3700	YMR008C	1995	4999	1.995	174.757824598938	87.5979070671368
5108	YJL217W	597	1496	0.597	52.2980007201463	87.601341239776
1658	YGL207W	3108	7798	3.108	272.606824609426	87.7113335294162
6910	YIR012W	1296	3256	1.296	113.825060390907	87.8279786966872
6251	YER148W	723	1818	0.723	63.5546559553649	87.9040884583194
5279	YJL068C	900	2264	0.9	79.1461722128417	87.9401913476019
2602	YLR202C	62	156	0.062	5.45353483445376	87.9602392653832
15	YDL236W	939	2363	0.939	82.607069319322	87.9734497543365
4082	YMR309C	2439	6138	2.439	214.575620601777	87.9768842155705
1161	YOR021C	642	1616	0.642	56.4930275158799	87.9953699624298
5855	YKR035W-A	615	1550	0.615	54.1857627782264	88.1069313467096
6359	YHL011C	963	2428	0.963	84.8793755003443	88.1405768435559
6171	YER090W	1524	3846	1.524	134.450608803264	88.22218425411
3031	YPL204W	1485	3750	1.485	131.094587366677	88.2791834119036
74	YDL181W	258	652	0.258	22.7929789234862	88.3448795483962
5450	YJR072C	1158	2929	1.158	102.393612372532	88.4228086118587
5315	YJL041W	2471	6252	2.471	218.560896057724	88.4503828643155
4721	YNL246W	32	81	0.032	2.83164308712022	88.4888464725069
6704	YIL154C	1041	2639	1.041	92.2556309495094	88.6221238708063
7228	YFL016C	1536	3900	1.536	136.338370861344	88.7619601961874
1304	YOR145C	825	2096	0.825	73.2731346988146	88.8159208470479
4558	YBR252W	444	1129	0.444	39.4682104365275	88.8923658480349
3413	YPR129W	1050	2670	1.05	93.3393462050739	88.8946154334037
6267	YER159C	429	1093	0.429	38.2097023978074	89.0669053561944
4289	YBR034C	1047	2669	1.047	93.3043876484428	89.1159385371946
5924	YKR095W-A	38	97	0.038	3.39097999321804	89.2363156110011
4219	YBL024W	2055	5268	2.055	184.161676332708	89.6163875098334
6379	YHR001W-A	228	585	0.228	20.4507556292016	89.6962966193052
7323	YFR047C	888	2280	0.888	79.7055091189395	89.758456215022
6488	YHR076W	55	142	0.055	4.96411504161816	90.2566371203302
1069	snR81	201	519	0.201	18.1434908915481	90.2661238385476
5813	YKL002W	639	1652	0.639	57.7515355546	90.3779899133021
5594	YKL186C	555	1435	0.555	50.1655287656483	90.3883401182853
2607	YLR206W	1842	4769	1.842	166.717356573782	90.5088797903267
342	YDR046C	1815	4700	1.815	164.305216166235	90.526289898752
3825	YMR104C	2034	5270	2.034	184.23159344597	90.5760046440363
720	YDR365C	1887	4894	1.887	171.087176152671	90.6662300756073
4455	YBR169C	2082	5400	2.082	188.776205808015	90.6706079769523
1381	YOR210W	213	553	0.213	19.3320818170059	90.7609474976805
3246	YPL015C	1074	2789	1.074	97.4994144441764	90.7815776947639
6698	YIL157C	594	1543	0.594	53.9410528818086	90.8098533363781
2551	YLR158C	1089	2831	1.089	98.9676738226832	90.8794066323997
2046	YGR116W	4356	11337	4.356	396.325156526937	90.9837365764319
3267	YPR004C	1035	2697	1.035	94.283227234114	91.0949055402067
3276	YPR010C-A	33	86	0.033	3.00643587027579	91.1041172810845
7104	YCR051W	669	1746	0.669	61.0376398779247	91.2371298623688
81	YDL174C	1764	4604	1.764	160.949194729648	91.2410400961723
3681	YML009C	213	556	0.213	19.4369574868993	91.2533215347384
3576	YML086C	1581	4136	1.581	144.588590226287	91.4538837610922
4316	YBR056W	1506	3943	1.506	137.841588796482	91.5282794133345
3734	YMR031C	2532	6634	2.532	231.915064690809	91.5936274450273
1237	YOR086C	3561	9338	3.561	326.443001821341	91.6717219380345
17	YDL234C	2241	5882	2.241	205.626230104211	91.7564614476624
2445	YLR093C	16	42	0.016	1.46825937850678	91.7662111566738
6927	YIR022W	504	1324	0.504	46.2851289795947	91.8355733722117
5896	YKR072C	1689	4447	1.689	155.460701338563	92.0430440133589
2830	YLR380W	1227	3231	1.227	112.951096475129	92.0546833538131
3418	YPR133C	1233	3248	1.233	113.545391937858	92.0887201442479
6125	YER062C	753	1985	0.753	69.3927349127609	92.1550264445696
2823	YLR375W	1032	2721	1.032	95.1222325932607	92.1727060012216
3119	YPL129W	726	1918	0.726	67.0505116184763	92.3560766094715
4672	YNL287W	2808	7420	2.808	259.392490202865	92.3762429497381
5271	YJL076W	3570	9443	3.57	330.113650267608	92.4688095987697
7265	YFR010W	1500	3970	1.5	138.785469825522	92.5236465503479
2743	YLR314C	1563	4149	1.563	145.043051462491	92.7978576215555
5066	YNR051C	1548	4110	1.548	143.679667753878	92.8163228384223
350	YDR054C	888	2358	0.888	82.4322765361664	92.8291402434306
125	YDL134C	1110	2956	1.11	103.337493401572	93.0968409023175
3298	YPR028W	51	136	0.051	4.75436370183148	93.2228176829702
6555	YHR132C	1293	3456	1.293	120.816771717129	93.4391119235339
4501	YBR205W	1215	3248	1.215	113.545391937858	93.4529974797182
4059	YMR291W	1761	4708	1.761	164.584884619284	93.4610361267938
7014	YCL017C	1494	3996	1.494	139.694392297931	93.5036093024972
3139	YPL111W	1002	2682	1.002	93.7588488846473	93.5717054736999
6477	YHR071W	690	1848	0.69	64.6034126542983	93.6281342815918
3535	YML120C	1542	4131	1.542	144.413797443131	93.6535651382173
3983	YMR229C	5190	13907	5.19	486.1686470689	93.6741131153949
7357	YAL053W	2352	6325	2.352	221.112870691795	94.0105742737223
7415	YAL007C	648	1744	0.648	60.9677227646625	94.0859919207754
4523	YBR222C	1632	4394	1.632	153.607897837114	94.1224864198003
2226	YGR260W	1605	4328	1.605	151.300633099461	94.2683072270783
6078	YER026C	831	2246	0.831	78.5169181934816	94.4848594386061
296	YDR011W	4506	12179	4.506	425.760261210335	94.4874081691822
2299	YLL041C	801	2167	0.801	75.7551922196236	94.5757705613279
3538	YML117W	3405	9226	3.405	322.527643478656	94.7217748835994
5640	YKL148C	1923	5213	1.923	182.238955717996	94.7680476952659
3946	YMR195W	384	1042	0.384	36.4268160096206	94.8615000250536
2311	YLL029W	2250	6111	2.25	213.631739572737	94.9474398101051
1415	YOR239W	831	2259	0.831	78.9713794296861	95.0317441993816
2818	YLR370C	537	1464	0.537	51.1793269079506	95.3060091395729
4796	YNL173C	1101	3008	1.101	105.15533834639	95.5089358277842
6145	YER074W-A	56	153	0.056	5.34865916456041	95.5117707957217
635	YDR296W	681	1862	0.681	65.0928324471339	95.5841886154683
4423	YBR139W	1527	4176	1.527	145.986932491531	95.6037540874468
3460	YPR159W	2163	5916	2.163	206.814821029669	95.6148039896761
468	YDR156W	414	1133	0.414	39.6080446630519	95.6716054663091
3370	snR41	95	260	0.095	9.08922472408959	95.6760497272589
4818	YNL153C	390	1072	0.39	37.475572708554	96.0912120732154
2794	YLR351C	876	2408	0.876	84.1802043677221	96.0961237074453
5195	YJL140W	666	1831	0.666	64.0091171915694	96.109785572927
4169	YBL064C	786	2161	0.786	75.545440879837	96.1137924679859
7320	YFR045W	12	33	0.012	1.15363236882676	96.136030735563
4375	YBR101C	873	2410	0.873	84.2501214809843	96.5064392680232
210	YDL064W	436	1205	0.436	42.1250607404921	96.6171117901196
134	YDL128W	1236	3418	1.236	119.488346565147	96.6734195510898
3251	YPL010W	570	1577	0.57	55.1296438072665	96.7186733460816
2138	YGR183C	198	550	0.198	19.2272061471126	97.1071017530939
3924	YMR181C	465	1292	0.465	45.1664551673991	97.1321616503205
1416	YOR239W	1056	2937	1.056	102.673280825581	97.2284856302853
492	YDR177W	648	1803	0.648	63.0302776058982	97.2689469226824
6436	YHR041C	14	39	0.014	1.36338370861344	97.3845506152456
633	YDR294C	1770	4934	1.77	172.485518417916	97.4494454338506
1799	YGL087C	403	1124	0.403	39.2934176533719	97.5022770555135
25	YDL226C	1059	2954	1.059	103.26757628831	97.5142363440134
3992	YMR236W	474	1323	0.474	46.2501704229636	97.5741992045645
7244	YFL004W	2487	6948	2.487	242.892051472979	97.6646769091189
1374	YOR203W	354	990	0.354	34.6089710648027	97.7654549853183
7406	YAL016W	1908	5344	1.908	186.818526636672	97.9132739185913
795	YDR424C	231	647	0.231	22.6181861403306	97.9142257157171
5217	YJL123C	1437	4027	1.437	140.778107553495	97.9666719231004
6561	YHR137W	1542	4323	1.542	151.125840316305	98.0063815280837
742	YDR380W	1908	5360	1.908	187.37786354277	98.2064274333176
1964	YGR044C	903	2537	0.903	88.6898581731357	98.2168972017007
7387	YAL030W	252	708	0.252	24.7506580948286	98.2168972017007
1808	YGL078C	1572	4419	1.572	154.481861752892	98.2709044229592
4075	YMR304C-A	351	987	0.351	34.5040953949093	98.3022660823628
739	YDR378C	261	734	0.261	25.6595805672375	98.3125692231323
5746	YKL058W	369	1038	0.369	36.2869817830961	98.3387040192307
3596	YML070W	1755	4937	1.755	172.590394087809	98.3421048933384
3968	YMR215W	1575	4456	1.575	155.775328348243	98.9049703798369
5194	YJL141C	2424	6868	2.424	240.09536694249	99.0492437881558
6449	YHR051W	447	1267	0.447	44.2924912516212	99.0883473190631
1123	YOL012C	405	1148	0.405	40.1324230125187	99.0924025000461
6563	YHR138C	345	982	0.345	34.3293026117538	99.5052249616051
6523	YHR104W	984	2803	0.984	97.988834237012	99.5821486148496
4011	YMR250W	1758	5009	1.758	175.107410165249	99.6060353613476
5702	YKL094W	942	2691	0.942	94.0734758943273	99.8656856627678
3849	YMR121C	615	1757	0.615	61.422184000867	99.8734699201089
2604	YLR203C	1311	3750	1.311	131.094587366677	99.9958713704629
5191	YJL144W	315	902	0.315	31.5326180812647	100.103549464332
6526	YHR107C	1224	3513	1.224	122.809409445103	100.33448484077
3158	YPL094C	825	2368	0.825	82.7818621024775	100.341651033306
3599	YML067C	31	89	0.031	3.11131154016913	100.364888392553
5033	YNR021W	1215	3492	1.215	122.075279755849	100.473481280535
6242	YER141W	1461	4209	1.461	147.140564860358	100.712227830498
4929	YNL061W	1857	5358	1.857	187.307946429508	100.865883914651
2880	YLR421C	471	1359	0.471	47.5086784616837	100.867682508883
6835	YIL047C-A	369	1065	0.369	37.2308628121362	100.896647187361
6071	YER021W	1572	4538	1.572	158.641929991994	100.917258264628
1260	YOR108W	1815	5247	1.815	183.427546643454	101.062009169947
4698	YNL268W	1836	5314	1.836	185.769769937739	101.181791905086
6739	YIL124W	894	2590	0.894	90.5426616745848	101.278145049871
2575	YLR177W	1887	5468	1.887	191.15338765893	101.300152442464
3730	YMR027W	1413	4100	1.413	143.330082187567	101.436717754824
6903	YIR006C	4443	12913	4.443	451.419841777573	101.602485207646
1671	YGL198W	708	2059	0.708	71.9796681034633	101.666197886248
6006	YEL024W	648	1886	0.648	65.9318378062807	101.746663281297
7098	YCR046C	510	1486	0.51	51.9484151538351	101.859637556539
7002	YCL025C	1902	5547	1.902	193.915113632788	101.95326689421
4577	YBR269C	417	1217	0.417	42.5445634200655	102.025331942603
2820	YLR372W	1038	3037	1.038	106.169136488693	102.28240509508
1583	YOR385W	873	2558	0.873	89.4239878623891	102.432975787387
6105	YER048C	1176	3450	1.176	120.607020377343	102.556990116788
6170	YER089C	1395	4093	1.395	143.085372291149	102.570159348494
4068	YMR298W	453	1332	0.453	46.5647974326436	102.792047312679
1855	YGL040C	1029	3029	1.029	105.889468035644	102.905216749897
2951	YPL273W	978	2879	0.978	100.645684540977	102.909697894659
19	YDL232W	111	327	0.111	11.4314480183742	102.986018183552
180	YDL086W	822	2429	0.822	84.9143340569755	103.302109558364
5068	YNR053C	810	2396	0.81	83.7607016881487	103.408273689072
5166	YJL165C	2568	7597	2.568	265.580154726572	103.419063367045
4476	YBR187W	843	2495	0.843	87.221598794629	103.465716245111
4493	YBR199W	1395	4134	1.395	144.518673113025	103.597615134785
3724	YMR022W	498	1476	0.498	51.598829587524	103.61210760547
5476	YJR096W	849	2520	0.849	88.0955627104068	103.763913675391
858	YDR481C	1701	5049	1.701	176.505752430494	103.765874444735
1143	YOR008C	1137	3378	1.137	118.090004299902	103.861041600618
4090	YMR316W	1011	3004	1.011	105.015504119866	103.872902195713
6484	YHR073W-A	177	526	0.177	18.3882007879659	103.888140045005
4867	YNL113W	429	1275	0.429	44.5721597046701	103.897808169394
2660	YLR248W	1833	5473	1.833	191.328180442086	104.379803841836
5204	YJL133C-A	225	672	0.225	23.4921500561085	104.409555804927
7277	YFR017C	588	1759	0.588	61.4921011141292	104.578403255322
2026	YGR103W	1818	5447	1.818	190.419257969677	104.741065989921
727	YDR368W	939	2814	0.939	98.3733783599543	104.763981214009
1190	YOR046C	1449	4343	1.449	151.825011448927	104.779165941289
6799	YIL076W	891	2674	0.891	93.4791804315983	104.914905085969
5342	YJL020C	3474	10429	3.474	364.582787105886	104.946110278033
4053	YMR286W	261	784	0.261	27.4075083987932	105.009610723346
1922	YGR017W	894	2688	0.894	93.9686002244339	105.110291078785
1974	YGR054W	1929	5844	1.929	204.297804952229	105.908659902659
5721	YKL077W	1179	3586	1.179	125.361384079174	106.328570041708
6210	YER122C	1482	4512	1.482	157.733007519586	106.432528690678
4817	YNL154C	1641	4999	1.641	174.757824598938	106.494713344874
1386	YOR215C	558	1700	0.558	59.4295462728935	106.504563213071
3387	YPR108W	1290	3935	1.29	137.561920343433	106.637147553049
229	YDL047W	936	2857	0.936	99.8765962950922	106.705765272534
3678	YML010W	3192	9753	3.192	340.950802823253	106.81416128548
6667	YHR215W	1404	4290	1.404	149.972207947478	106.817811928403
5060	YNR046W	408	1247	0.408	43.5933201189989	106.846372840684
508	YDR190C	1392	4255	1.392	148.748658465389	106.85966843778
4326	YBR062C	16	49	0.016	1.71296927492458	107.060579682786
7120	YCR069W	957	2934	0.957	102.568405155688	107.177016881597
2066	YGR130C	2451	7522	2.451	262.958262979238	107.286113006625
764	YDR397C	404	1240	0.404	43.3486102225811	107.298540154904
2233	YGR267C	732	2248	0.732	78.5868353067439	107.359064626699
1447	YOR271C	984	3024	0.984	105.714675252488	107.433613061472
5836	YKR018C	2178	6700	2.178	234.222329428463	107.540096156319
3441	YPR148C	1308	4025	1.308	140.708190440233	107.575069143909
1040	YOL077W-A	207	637	0.207	22.2686005740195	107.577780550819
5232	YJL111W	1653	5087	1.653	177.834177582476	107.582684562901
3998	YMR241W	945	2916	0.945	101.939151136328	107.87211760458
3364	YPR088C	1626	5024	1.626	175.631788514716	108.014630082851
3395	YPR114W	948	2931	0.948	102.463529485795	108.083891862653
352	YDR056C	618	1913	0.618	66.8757188353207	108.213137273982
2193	YGR229C	1518	4703	1.518	164.410091836128	108.307043370308
6421	YHR030C	1455	4511	1.455	157.698048962954	108.383538806154
2605	YLR204W	336	1043	0.336	36.4617745662517	108.517186209082
6942	YIR035C	765	2376	0.765	83.0615305555264	108.577164124871
6747	YIL116W	1158	3613	1.158	126.305265108214	109.071904238527
1310	YOR151C	3675	11502	3.675	402.093318371071	109.413147856074
6527	YHR108W	1758	5511	1.758	192.656605594068	109.588512852143
4180	YBL056W	1407	4412	1.407	154.237151856474	109.621287744473
4777	YNL192W	3396	10654	3.396	372.448462347887	109.672692093017
7312	YFR037C	1674	5262	1.674	183.951924992921	109.887649338662
6083	YER031C	672	2113	0.672	73.8674301615435	109.921771073725
975	YOL129W	555	1746	0.555	61.0376398779247	109.977729509774
1391	YOR220W	798	2511	0.798	87.7809357007268	110.001172557302
225	YDL051W	828	2609	0.828	91.2068742505759	110.153229771227
3691	YML001W	627	1980	0.627	69.2179421296053	110.395441992991
5983	YEL042W	1557	4923	1.557	172.100974294973	110.533702180458
5785	YKL023C-A	228	721	0.228	25.2051193310331	110.548768995759
4725	YNL243W	2907	9209	2.907	321.933348015927	110.744185763993
1756	YGL122C	1578	5008	1.578	175.072451608618	110.945786824219
450	YDR139C	149	473	0.149	16.5353972865168	110.975820714878
6144	YER074W-A	108	343	0.108	11.990784924472	111.025786337704
4270	YBR015C	1794	5698	1.794	199.193855684087	111.033364372401
6892	YIL004C	11	35	0.011	1.22354948208898	111.231771098999
2078	YGR142W	1233	3927	1.233	137.282251890384	111.340025864058
5451	YJR073C	621	1978	0.621	69.1480250163431	111.349476676881
7128	YCR077C	2391	7617	2.391	266.279325859194	111.367346657965
5803	YKL007W	807	2572	0.807	89.9134076552247	111.416862026301
3567	YML094W	16	51	0.016	1.7828863881868	111.430399261675
4221	YBL022C	3402	10845	3.402	379.125546664429	111.441959630932
3210	YPL049C	1359	4341	1.359	151.755094335665	111.666736082167
3201	YPL057C	1149	3671	1.149	128.332861392819	111.690915050321
269	YDL012C	279	893	0.279	31.2179910715846	111.892441116791
6445	YHR049W	732	2344	0.732	81.9428567433308	111.943793365206
3335	YPR062W	477	1533	0.477	53.5914673154975	112.351084518863
3991	YMR235C	1224	3960	1.224	138.435884259211	113.101212630074
4245	YBL005W-B	1305	4227	1.305	147.769818879718	113.233577685608
4720	YNL247W	2304	7464	2.304	260.930666694633	113.251157419546
4729	YNL239W	1365	4433	1.365	154.971281545728	113.532074392474
898	YDR517W	1119	3646	1.119	127.458897477041	113.904287289581
5364	YJL002C	1431	4670	1.431	163.256459467302	114.08557614766
3622	YML052W	909	2971	0.909	103.861871751039	114.259484874631
996	YOL111C	639	2090	0.639	73.0633833590279	114.340193050122
6157	YER081W	1410	4636	1.41	162.067868541844	114.941750738896
4359	YBR086C	2841	9345	2.841	326.687711717759	114.990394832016
3153	YPL098C	342	1125	0.342	39.328376210003	114.995252076032
2353	YLR009W	600	1975	0.6	69.0431493464498	115.071915577416
2135	YGR181W	318	1047	0.318	36.6016087927762	115.099398719422
7132	YCR082W	387	1276	0.387	44.6071182613012	115.263871476231
5784	YKL024C	615	2030	0.615	70.965869961161	115.391658473433
2029	YGR106C	798	2635	0.798	92.1157967229849	115.433329226798
2335	YLL009C	210	694	0.21	24.261238301993	115.529706199967
5801	YKL009W	711	2352	0.711	82.2225251963797	115.643495353558
6231	YER136W	1356	4496	1.356	157.173670613488	115.909786588118
